,Category,Original Metadata,Metadata Match,Context,Possible Matches
10,Date,Effective Date,Effective Date,"    METRICSTREAM, INC. [CUSTOMER] By:      By:  Name:   Name:  Anne Rocco Title: Date:  Title: Date:  EVP, Overseas General   DocuSign Envelope ID: 31F62A46-154B-4051-BACB-9A9CC6927F79September 30, 2019DocuSign Envelope ID: EF117283-7426-4B4D-BC89-C143B114FDBDMetricStream  4  Change Description: Data Dump Approach:   Regions in Scope: EMEA, LATAM, COG o EMEA would get only reviews related to EMEA o LATAM would get only reviews related to LATAM o COG would get all the reviews originated from APAC, EMEA, LATAM, COG, FAR East  Reports in Scope: 1.Report Name: Review List and Response Report Column Details: Review Title Review Quality Score Review ID Account ID Review Assigned Date Region ID Status Quality Specialist Review Completion Date Line Manager Comments Quality Manager Comments Country Name Quality Review Category Checklist Name Transaction ID DocuSign Envelope ID: 31F62A46-154B-4051-BACB-9A9CC6927F79DocuSign Envelope ID: EF117283-7426-4B4D-BC89-C143B114FDBDMetricStream  5  Targeted Review Indicator Targeted Review Description Calibrated Review Indicator Transaction Date Transaction_Month Transaction_Year Processor Name Line Manager Name Transaction Type Lifecycle Multinational Indicator Gross Written Premium Currency Document ID Source System Policy Number Quote Number Certificate Number Insured Name Major Line of Business Minor Line of Business Sponsor Call ID Start Time Stop Time Duration Caller Name Caller Date Direction Type Agent Name Invoice Number Seller Supervisor Agent ID Phone 1 Phone 2 Contact Date Date Policy Effective Policy Prefix Product Name Sponsor Name Portfolio Premium Benefit Account ID Call Classification 1 DocuSign Envelope ID: 31F62A46-154B-4051-BACB-9A9CC6927F79DocuSign Envelope ID: EF117283-7426-4B4D-BC89-C143B114FDBDMetricStream  6  Call Classification 2 Customer Name Contact Date Date Policy Effective Caller Date Debit Note Number REC Number CCS Log Number Service Type PO/TE Number Process Type Call Type Call Center Name Major Description Contact ID Section Name Section Quality Score Question No Question Description Question Response Question Weightage Question Comments Reason for Answer No Review Comments Line Manager Quality Manager Peer Feedback Required Feedback Provider Feedback Rejection Reason Code Review Observation  2.",[]
11,Date,Effective Date,Effective Date,"    METRICSTREAM, INC. [CUSTOMER] By:      By:  Name:   Name:  Anne Rocco Title: Date:  Title: Date:  EVP, Overseas General   DocuSign Envelope ID: 31F62A46-154B-4051-BACB-9A9CC6927F79September 30, 2019DocuSign Envelope ID: EF117283-7426-4B4D-BC89-C143B114FDBDMetricStream  4  Change Description: Data Dump Approach:   Regions in Scope: EMEA, LATAM, COG o EMEA would get only reviews related to EMEA o LATAM would get only reviews related to LATAM o COG would get all the reviews originated from APAC, EMEA, LATAM, COG, FAR East  Reports in Scope: 1.Report Name: Review List and Response Report Column Details: Review Title Review Quality Score Review ID Account ID Review Assigned Date Region ID Status Quality Specialist Review Completion Date Line Manager Comments Quality Manager Comments Country Name Quality Review Category Checklist Name Transaction ID DocuSign Envelope ID: 31F62A46-154B-4051-BACB-9A9CC6927F79DocuSign Envelope ID: EF117283-7426-4B4D-BC89-C143B114FDBDMetricStream  5  Targeted Review Indicator Targeted Review Description Calibrated Review Indicator Transaction Date Transaction_Month Transaction_Year Processor Name Line Manager Name Transaction Type Lifecycle Multinational Indicator Gross Written Premium Currency Document ID Source System Policy Number Quote Number Certificate Number Insured Name Major Line of Business Minor Line of Business Sponsor Call ID Start Time Stop Time Duration Caller Name Caller Date Direction Type Agent Name Invoice Number Seller Supervisor Agent ID Phone 1 Phone 2 Contact Date Date Policy Effective Policy Prefix Product Name Sponsor Name Portfolio Premium Benefit Account ID Call Classification 1 DocuSign Envelope ID: 31F62A46-154B-4051-BACB-9A9CC6927F79DocuSign Envelope ID: EF117283-7426-4B4D-BC89-C143B114FDBDMetricStream  6  Call Classification 2 Customer Name Contact Date Date Policy Effective Caller Date Debit Note Number REC Number CCS Log Number Service Type PO/TE Number Process Type Call Type Call Center Name Major Description Contact ID Section Name Section Quality Score Question No Question Description Question Response Question Weightage Question Comments Reason for Answer No Review Comments Line Manager Quality Manager Peer Feedback Required Feedback Provider Feedback Rejection Reason Code Review Observation  2.",[]
12,Person,Client Name,Client Name,"    METRICSTREAM, INC. [CUSTOMER] By:      By:  Name:   Name:  Anne Rocco Title: Date:  Title: Date:  EVP, Overseas General   DocuSign Envelope ID: 31F62A46-154B-4051-BACB-9A9CC6927F79September 30, 2019DocuSign Envelope ID: EF117283-7426-4B4D-BC89-C143B114FDBDMetricStream  4  Change Description: Data Dump Approach:   Regions in Scope: EMEA, LATAM, COG o EMEA would get only reviews related to EMEA o LATAM would get only reviews related to LATAM o COG would get all the reviews originated from APAC, EMEA, LATAM, COG, FAR East  Reports in Scope: 1.Report Name: Review List and Response Report Column Details: Review Title Review Quality Score Review ID Account ID Review Assigned Date Region ID Status Quality Specialist Review Completion Date Line Manager Comments Quality Manager Comments Country Name Quality Review Category Checklist Name Transaction ID DocuSign Envelope ID: 31F62A46-154B-4051-BACB-9A9CC6927F79DocuSign Envelope ID: EF117283-7426-4B4D-BC89-C143B114FDBDMetricStream  5  Targeted Review Indicator Targeted Review Description Calibrated Review Indicator Transaction Date Transaction_Month Transaction_Year Processor Name Line Manager Name Transaction Type Lifecycle Multinational Indicator Gross Written Premium Currency Document ID Source System Policy Number Quote Number Certificate Number Insured Name Major Line of Business Minor Line of Business Sponsor Call ID Start Time Stop Time Duration Caller Name Caller Date Direction Type Agent Name Invoice Number Seller Supervisor Agent ID Phone 1 Phone 2 Contact Date Date Policy Effective Policy Prefix Product Name Sponsor Name Portfolio Premium Benefit Account ID Call Classification 1 DocuSign Envelope ID: 31F62A46-154B-4051-BACB-9A9CC6927F79DocuSign Envelope ID: EF117283-7426-4B4D-BC89-C143B114FDBDMetricStream  6  Call Classification 2 Customer Name Contact Date Date Policy Effective Caller Date Debit Note Number REC Number CCS Log Number Service Type PO/TE Number Process Type Call Type Call Center Name Major Description Contact ID Section Name Section Quality Score Question No Question Description Question Response Question Weightage Question Comments Reason for Answer No Review Comments Line Manager Quality Manager Peer Feedback Required Feedback Provider Feedback Rejection Reason Code Review Observation  2.",['Anne Rocco Title']
13,Date,Effective Date,Effective Date," [CUSTOMER] By:      By:  Name:   Name:  Anne Rocco Title: Date:  Title: Date:  EVP, Overseas General   DocuSign Envelope ID: 31F62A46-154B-4051-BACB-9A9CC6927F79September 30, 2019DocuSign Envelope ID: EF117283-7426-4B4D-BC89-C143B114FDBDMetricStream  4  Change Description: Data Dump Approach:   Regions in Scope: EMEA, LATAM, COG o EMEA would get only reviews related to EMEA o LATAM would get only reviews related to LATAM o COG would get all the reviews originated from APAC, EMEA, LATAM, COG, FAR East  Reports in Scope: 1.Report Name: Review List and Response Report Column Details: Review Title Review Quality Score Review ID Account ID Review Assigned Date Region ID Status Quality Specialist Review Completion Date Line Manager Comments Quality Manager Comments Country Name Quality Review Category Checklist Name Transaction ID DocuSign Envelope ID: 31F62A46-154B-4051-BACB-9A9CC6927F79DocuSign Envelope ID: EF117283-7426-4B4D-BC89-C143B114FDBDMetricStream  5  Targeted Review Indicator Targeted Review Description Calibrated Review Indicator Transaction Date Transaction_Month Transaction_Year Processor Name Line Manager Name Transaction Type Lifecycle Multinational Indicator Gross Written Premium Currency Document ID Source System Policy Number Quote Number Certificate Number Insured Name Major Line of Business Minor Line of Business Sponsor Call ID Start Time Stop Time Duration Caller Name Caller Date Direction Type Agent Name Invoice Number Seller Supervisor Agent ID Phone 1 Phone 2 Contact Date Date Policy Effective Policy Prefix Product Name Sponsor Name Portfolio Premium Benefit Account ID Call Classification 1 DocuSign Envelope ID: 31F62A46-154B-4051-BACB-9A9CC6927F79DocuSign Envelope ID: EF117283-7426-4B4D-BC89-C143B114FDBDMetricStream  6  Call Classification 2 Customer Name Contact Date Date Policy Effective Caller Date Debit Note Number REC Number CCS Log Number Service Type PO/TE Number Process Type Call Type Call Center Name Major Description Contact ID Section Name Section Quality Score Question No Question Description Question Response Question Weightage Question Comments Reason for Answer No Review Comments Line Manager Quality Manager Peer Feedback Required Feedback Provider Feedback Rejection Reason Code Review Observation  2.Report Name: Review Task and Throughput Time  Column Details:  Review ID Review Title User Name Stage Name Stage Action Form Action In-Stage Date Task Time (In hrs) DocuSign Envelope ID: 31F62A46-154B-4051-BACB-9A9CC6927F79DocuSign Envelope ID: EF117283-7426-4B4D-BC89-C143B114FDBDMetricStream  7  Stage Task Time (In hrs) Overall Task Time (In hrs) Throughput Time Overall Throughput Time (In hrs)  3.",[]
14,Date,Effective Date,Effective Date," [CUSTOMER] By:      By:  Name:   Name:  Anne Rocco Title: Date:  Title: Date:  EVP, Overseas General   DocuSign Envelope ID: 31F62A46-154B-4051-BACB-9A9CC6927F79September 30, 2019DocuSign Envelope ID: EF117283-7426-4B4D-BC89-C143B114FDBDMetricStream  4  Change Description: Data Dump Approach:   Regions in Scope: EMEA, LATAM, COG o EMEA would get only reviews related to EMEA o LATAM would get only reviews related to LATAM o COG would get all the reviews originated from APAC, EMEA, LATAM, COG, FAR East  Reports in Scope: 1.Report Name: Review List and Response Report Column Details: Review Title Review Quality Score Review ID Account ID Review Assigned Date Region ID Status Quality Specialist Review Completion Date Line Manager Comments Quality Manager Comments Country Name Quality Review Category Checklist Name Transaction ID DocuSign Envelope ID: 31F62A46-154B-4051-BACB-9A9CC6927F79DocuSign Envelope ID: EF117283-7426-4B4D-BC89-C143B114FDBDMetricStream  5  Targeted Review Indicator Targeted Review Description Calibrated Review Indicator Transaction Date Transaction_Month Transaction_Year Processor Name Line Manager Name Transaction Type Lifecycle Multinational Indicator Gross Written Premium Currency Document ID Source System Policy Number Quote Number Certificate Number Insured Name Major Line of Business Minor Line of Business Sponsor Call ID Start Time Stop Time Duration Caller Name Caller Date Direction Type Agent Name Invoice Number Seller Supervisor Agent ID Phone 1 Phone 2 Contact Date Date Policy Effective Policy Prefix Product Name Sponsor Name Portfolio Premium Benefit Account ID Call Classification 1 DocuSign Envelope ID: 31F62A46-154B-4051-BACB-9A9CC6927F79DocuSign Envelope ID: EF117283-7426-4B4D-BC89-C143B114FDBDMetricStream  6  Call Classification 2 Customer Name Contact Date Date Policy Effective Caller Date Debit Note Number REC Number CCS Log Number Service Type PO/TE Number Process Type Call Type Call Center Name Major Description Contact ID Section Name Section Quality Score Question No Question Description Question Response Question Weightage Question Comments Reason for Answer No Review Comments Line Manager Quality Manager Peer Feedback Required Feedback Provider Feedback Rejection Reason Code Review Observation  2.Report Name: Review Task and Throughput Time  Column Details:  Review ID Review Title User Name Stage Name Stage Action Form Action In-Stage Date Task Time (In hrs) DocuSign Envelope ID: 31F62A46-154B-4051-BACB-9A9CC6927F79DocuSign Envelope ID: EF117283-7426-4B4D-BC89-C143B114FDBDMetricStream  7  Stage Task Time (In hrs) Overall Task Time (In hrs) Throughput Time Overall Throughput Time (In hrs)  3.",[]
15,Person,Client Name,Client Name," [CUSTOMER] By:      By:  Name:   Name:  Anne Rocco Title: Date:  Title: Date:  EVP, Overseas General   DocuSign Envelope ID: 31F62A46-154B-4051-BACB-9A9CC6927F79September 30, 2019DocuSign Envelope ID: EF117283-7426-4B4D-BC89-C143B114FDBDMetricStream  4  Change Description: Data Dump Approach:   Regions in Scope: EMEA, LATAM, COG o EMEA would get only reviews related to EMEA o LATAM would get only reviews related to LATAM o COG would get all the reviews originated from APAC, EMEA, LATAM, COG, FAR East  Reports in Scope: 1.Report Name: Review List and Response Report Column Details: Review Title Review Quality Score Review ID Account ID Review Assigned Date Region ID Status Quality Specialist Review Completion Date Line Manager Comments Quality Manager Comments Country Name Quality Review Category Checklist Name Transaction ID DocuSign Envelope ID: 31F62A46-154B-4051-BACB-9A9CC6927F79DocuSign Envelope ID: EF117283-7426-4B4D-BC89-C143B114FDBDMetricStream  5  Targeted Review Indicator Targeted Review Description Calibrated Review Indicator Transaction Date Transaction_Month Transaction_Year Processor Name Line Manager Name Transaction Type Lifecycle Multinational Indicator Gross Written Premium Currency Document ID Source System Policy Number Quote Number Certificate Number Insured Name Major Line of Business Minor Line of Business Sponsor Call ID Start Time Stop Time Duration Caller Name Caller Date Direction Type Agent Name Invoice Number Seller Supervisor Agent ID Phone 1 Phone 2 Contact Date Date Policy Effective Policy Prefix Product Name Sponsor Name Portfolio Premium Benefit Account ID Call Classification 1 DocuSign Envelope ID: 31F62A46-154B-4051-BACB-9A9CC6927F79DocuSign Envelope ID: EF117283-7426-4B4D-BC89-C143B114FDBDMetricStream  6  Call Classification 2 Customer Name Contact Date Date Policy Effective Caller Date Debit Note Number REC Number CCS Log Number Service Type PO/TE Number Process Type Call Type Call Center Name Major Description Contact ID Section Name Section Quality Score Question No Question Description Question Response Question Weightage Question Comments Reason for Answer No Review Comments Line Manager Quality Manager Peer Feedback Required Feedback Provider Feedback Rejection Reason Code Review Observation  2.Report Name: Review Task and Throughput Time  Column Details:  Review ID Review Title User Name Stage Name Stage Action Form Action In-Stage Date Task Time (In hrs) DocuSign Envelope ID: 31F62A46-154B-4051-BACB-9A9CC6927F79DocuSign Envelope ID: EF117283-7426-4B4D-BC89-C143B114FDBDMetricStream  7  Stage Task Time (In hrs) Overall Task Time (In hrs) Throughput Time Overall Throughput Time (In hrs)  3.",['Anne Rocco Title']
16,Person,Metrictream GS Operation Contact,Metrictream GS Operation Contact," [CUSTOMER] By:      By:  Name:   Name:  Anne Rocco Title: Date:  Title: Date:  EVP, Overseas General   DocuSign Envelope ID: 31F62A46-154B-4051-BACB-9A9CC6927F79September 30, 2019DocuSign Envelope ID: EF117283-7426-4B4D-BC89-C143B114FDBDMetricStream  4  Change Description: Data Dump Approach:   Regions in Scope: EMEA, LATAM, COG o EMEA would get only reviews related to EMEA o LATAM would get only reviews related to LATAM o COG would get all the reviews originated from APAC, EMEA, LATAM, COG, FAR East  Reports in Scope: 1.Report Name: Review List and Response Report Column Details: Review Title Review Quality Score Review ID Account ID Review Assigned Date Region ID Status Quality Specialist Review Completion Date Line Manager Comments Quality Manager Comments Country Name Quality Review Category Checklist Name Transaction ID DocuSign Envelope ID: 31F62A46-154B-4051-BACB-9A9CC6927F79DocuSign Envelope ID: EF117283-7426-4B4D-BC89-C143B114FDBDMetricStream  5  Targeted Review Indicator Targeted Review Description Calibrated Review Indicator Transaction Date Transaction_Month Transaction_Year Processor Name Line Manager Name Transaction Type Lifecycle Multinational Indicator Gross Written Premium Currency Document ID Source System Policy Number Quote Number Certificate Number Insured Name Major Line of Business Minor Line of Business Sponsor Call ID Start Time Stop Time Duration Caller Name Caller Date Direction Type Agent Name Invoice Number Seller Supervisor Agent ID Phone 1 Phone 2 Contact Date Date Policy Effective Policy Prefix Product Name Sponsor Name Portfolio Premium Benefit Account ID Call Classification 1 DocuSign Envelope ID: 31F62A46-154B-4051-BACB-9A9CC6927F79DocuSign Envelope ID: EF117283-7426-4B4D-BC89-C143B114FDBDMetricStream  6  Call Classification 2 Customer Name Contact Date Date Policy Effective Caller Date Debit Note Number REC Number CCS Log Number Service Type PO/TE Number Process Type Call Type Call Center Name Major Description Contact ID Section Name Section Quality Score Question No Question Description Question Response Question Weightage Question Comments Reason for Answer No Review Comments Line Manager Quality Manager Peer Feedback Required Feedback Provider Feedback Rejection Reason Code Review Observation  2.Report Name: Review Task and Throughput Time  Column Details:  Review ID Review Title User Name Stage Name Stage Action Form Action In-Stage Date Task Time (In hrs) DocuSign Envelope ID: 31F62A46-154B-4051-BACB-9A9CC6927F79DocuSign Envelope ID: EF117283-7426-4B4D-BC89-C143B114FDBDMetricStream  7  Stage Task Time (In hrs) Overall Task Time (In hrs) Throughput Time Overall Throughput Time (In hrs)  3.",['Anne Rocco Title']
17,Date,Effective Date,Effective Date,Report Name: Review List and Response Report Column Details: Review Title Review Quality Score Review ID Account ID Review Assigned Date Region ID Status Quality Specialist Review Completion Date Line Manager Comments Quality Manager Comments Country Name Quality Review Category Checklist Name Transaction ID DocuSign Envelope ID: 31F62A46-154B-4051-BACB-9A9CC6927F79DocuSign Envelope ID: EF117283-7426-4B4D-BC89-C143B114FDBDMetricStream  5  Targeted Review Indicator Targeted Review Description Calibrated Review Indicator Transaction Date Transaction_Month Transaction_Year Processor Name Line Manager Name Transaction Type Lifecycle Multinational Indicator Gross Written Premium Currency Document ID Source System Policy Number Quote Number Certificate Number Insured Name Major Line of Business Minor Line of Business Sponsor Call ID Start Time Stop Time Duration Caller Name Caller Date Direction Type Agent Name Invoice Number Seller Supervisor Agent ID Phone 1 Phone 2 Contact Date Date Policy Effective Policy Prefix Product Name Sponsor Name Portfolio Premium Benefit Account ID Call Classification 1 DocuSign Envelope ID: 31F62A46-154B-4051-BACB-9A9CC6927F79DocuSign Envelope ID: EF117283-7426-4B4D-BC89-C143B114FDBDMetricStream  6  Call Classification 2 Customer Name Contact Date Date Policy Effective Caller Date Debit Note Number REC Number CCS Log Number Service Type PO/TE Number Process Type Call Type Call Center Name Major Description Contact ID Section Name Section Quality Score Question No Question Description Question Response Question Weightage Question Comments Reason for Answer No Review Comments Line Manager Quality Manager Peer Feedback Required Feedback Provider Feedback Rejection Reason Code Review Observation  2.Report Name: Review Task and Throughput Time  Column Details:  Review ID Review Title User Name Stage Name Stage Action Form Action In-Stage Date Task Time (In hrs) DocuSign Envelope ID: 31F62A46-154B-4051-BACB-9A9CC6927F79DocuSign Envelope ID: EF117283-7426-4B4D-BC89-C143B114FDBDMetricStream  7  Stage Task Time (In hrs) Overall Task Time (In hrs) Throughput Time Overall Throughput Time (In hrs)  3.Report Name: Checklist and Questions Report  Column Details:  Quality Review Category ID Quality Review Category Checklist ID Checklist Name Question ID Question Reason Code ID Reason Code Reason Description   Regions in Scope: APAC Reports in Scope: 1.,[]
18,Date,Effective Date,Effective Date,Report Name: Review List and Response Report Column Details: Review Title Review Quality Score Review ID Account ID Review Assigned Date Region ID Status Quality Specialist Review Completion Date Line Manager Comments Quality Manager Comments Country Name Quality Review Category Checklist Name Transaction ID DocuSign Envelope ID: 31F62A46-154B-4051-BACB-9A9CC6927F79DocuSign Envelope ID: EF117283-7426-4B4D-BC89-C143B114FDBDMetricStream  5  Targeted Review Indicator Targeted Review Description Calibrated Review Indicator Transaction Date Transaction_Month Transaction_Year Processor Name Line Manager Name Transaction Type Lifecycle Multinational Indicator Gross Written Premium Currency Document ID Source System Policy Number Quote Number Certificate Number Insured Name Major Line of Business Minor Line of Business Sponsor Call ID Start Time Stop Time Duration Caller Name Caller Date Direction Type Agent Name Invoice Number Seller Supervisor Agent ID Phone 1 Phone 2 Contact Date Date Policy Effective Policy Prefix Product Name Sponsor Name Portfolio Premium Benefit Account ID Call Classification 1 DocuSign Envelope ID: 31F62A46-154B-4051-BACB-9A9CC6927F79DocuSign Envelope ID: EF117283-7426-4B4D-BC89-C143B114FDBDMetricStream  6  Call Classification 2 Customer Name Contact Date Date Policy Effective Caller Date Debit Note Number REC Number CCS Log Number Service Type PO/TE Number Process Type Call Type Call Center Name Major Description Contact ID Section Name Section Quality Score Question No Question Description Question Response Question Weightage Question Comments Reason for Answer No Review Comments Line Manager Quality Manager Peer Feedback Required Feedback Provider Feedback Rejection Reason Code Review Observation  2.Report Name: Review Task and Throughput Time  Column Details:  Review ID Review Title User Name Stage Name Stage Action Form Action In-Stage Date Task Time (In hrs) DocuSign Envelope ID: 31F62A46-154B-4051-BACB-9A9CC6927F79DocuSign Envelope ID: EF117283-7426-4B4D-BC89-C143B114FDBDMetricStream  7  Stage Task Time (In hrs) Overall Task Time (In hrs) Throughput Time Overall Throughput Time (In hrs)  3.Report Name: Checklist and Questions Report  Column Details:  Quality Review Category ID Quality Review Category Checklist ID Checklist Name Question ID Question Reason Code ID Reason Code Reason Description   Regions in Scope: APAC Reports in Scope: 1.,[]
19,Date,Effective Date,Effective Date,Report Name: Checklist and Questions Report  Column Details:  Quality Review Category ID Quality Review Category Checklist ID Checklist Name Question ID Question Reason Code ID Reason Code Reason Description   Regions in Scope: APAC Reports in Scope: 1.Report Name: Review List and Response Report Column Details Review ID  Review Name Review Status Review Status Date Review Assigned To Review Completion Date Quality Specialist Overall Task Time (In hrs) Overall Throughput Time (In hrs) Policy Number Quality Score Line Manager Line Manager Name Review Start Date and Time Feedback Provided Feedback Provided By Quality Manager's Name Peer Reviewer's Name DocuSign Envelope ID: 31F62A46-154B-4051-BACB-9A9CC6927F79DocuSign Envelope ID: EF117283-7426-4B4D-BC89-C143B114FDBDMetricStream  8  Number of Questions Number of Yes Response Number of No Response Number of NA Response Quality Specialist's Overall Comments Line Manager's Comments Rejection Comments Quality Manager's Comments Review Observation Line Manager's Action Quality Manager's Action Reject Reason Review Assigned Date and Time Targeted Review Indicator Calibrated Review Indicator Lifecycle Transaction Type Major Line of Business Minor Line of Business Country Region ID Quality Review Category ID Quality Review Category Checklist ID Checklist Name Targeted Review Description Transaction ID Transaction Date Source System Processor Name Quote Number Certificate Number Insured Name Multinational Indicator Document ID Gross Written Premium Currency Sponsor Call ID Caller Name Stop Time Call Date Direction Type Agent Name Invoice Number DocuSign Envelope ID: 31F62A46-154B-4051-BACB-9A9CC6927F79DocuSign Envelope ID: EF117283-7426-4B4D-BC89-C143B114FDBDMetricStream  9  Seller Supervisor Customer Name Agent ID Phone 1 Phone 2 Contact Date Date Policy Effective Prefix Product Name Sponsor Name Portfolio Premium Benefit Call Classification 1 Call Classification 2 Policy Account ID Duration Call Center Name Call Type CCS Log Number Contact ID Debit Note Number Major Description PO/TE Number Process Type REC Number Service Type Quality Score Section Name Section Quality Score Question Number Question Description Response Weight Question Comments Reason Code ID Reason Code Reason Description  2.Report Name: Review Task and Throughput Time  Column Details:  Review ID DocuSign Envelope ID: 31F62A46-154B-4051-BACB-9A9CC6927F79DocuSign Envelope ID: EF117283-7426-4B4D-BC89-C143B114FDBDMetricStream  10  Review Title From User Name To User Name From Stage Name To Stage Name From Stage Action To Stage Action Form Action Throughput Start Timestamp Throughput End Timestamp Task Time Start Timestamp Task Time End Timestamp In-Stage Date Task Time (In hrs) Stage Task Time (In hrs) Overall Task Time (In hrs) Throughput Time Overall Throughput Time (In hrs)  3.,[]
20,Date,Effective Date,Effective Date,Report Name: Checklist and Questions Report  Column Details:  Quality Review Category ID Quality Review Category Checklist ID Checklist Name Question ID Question Reason Code ID Reason Code Reason Description   Regions in Scope: APAC Reports in Scope: 1.Report Name: Review List and Response Report Column Details Review ID  Review Name Review Status Review Status Date Review Assigned To Review Completion Date Quality Specialist Overall Task Time (In hrs) Overall Throughput Time (In hrs) Policy Number Quality Score Line Manager Line Manager Name Review Start Date and Time Feedback Provided Feedback Provided By Quality Manager's Name Peer Reviewer's Name DocuSign Envelope ID: 31F62A46-154B-4051-BACB-9A9CC6927F79DocuSign Envelope ID: EF117283-7426-4B4D-BC89-C143B114FDBDMetricStream  8  Number of Questions Number of Yes Response Number of No Response Number of NA Response Quality Specialist's Overall Comments Line Manager's Comments Rejection Comments Quality Manager's Comments Review Observation Line Manager's Action Quality Manager's Action Reject Reason Review Assigned Date and Time Targeted Review Indicator Calibrated Review Indicator Lifecycle Transaction Type Major Line of Business Minor Line of Business Country Region ID Quality Review Category ID Quality Review Category Checklist ID Checklist Name Targeted Review Description Transaction ID Transaction Date Source System Processor Name Quote Number Certificate Number Insured Name Multinational Indicator Document ID Gross Written Premium Currency Sponsor Call ID Caller Name Stop Time Call Date Direction Type Agent Name Invoice Number DocuSign Envelope ID: 31F62A46-154B-4051-BACB-9A9CC6927F79DocuSign Envelope ID: EF117283-7426-4B4D-BC89-C143B114FDBDMetricStream  9  Seller Supervisor Customer Name Agent ID Phone 1 Phone 2 Contact Date Date Policy Effective Prefix Product Name Sponsor Name Portfolio Premium Benefit Call Classification 1 Call Classification 2 Policy Account ID Duration Call Center Name Call Type CCS Log Number Contact ID Debit Note Number Major Description PO/TE Number Process Type REC Number Service Type Quality Score Section Name Section Quality Score Question Number Question Description Response Weight Question Comments Reason Code ID Reason Code Reason Description  2.Report Name: Review Task and Throughput Time  Column Details:  Review ID DocuSign Envelope ID: 31F62A46-154B-4051-BACB-9A9CC6927F79DocuSign Envelope ID: EF117283-7426-4B4D-BC89-C143B114FDBDMetricStream  10  Review Title From User Name To User Name From Stage Name To Stage Name From Stage Action To Stage Action Form Action Throughput Start Timestamp Throughput End Timestamp Task Time Start Timestamp Task Time End Timestamp In-Stage Date Task Time (In hrs) Stage Task Time (In hrs) Overall Task Time (In hrs) Throughput Time Overall Throughput Time (In hrs)  3.,[]
21,Person,Client Name,Client Name,Report Name: Checklist and Questions Report  Column Details:  Quality Review Category ID Quality Review Category Checklist ID Checklist Name Question ID Question Reason Code ID Reason Code Reason Description   Regions in Scope: APAC Reports in Scope: 1.Report Name: Review List and Response Report Column Details Review ID  Review Name Review Status Review Status Date Review Assigned To Review Completion Date Quality Specialist Overall Task Time (In hrs) Overall Throughput Time (In hrs) Policy Number Quality Score Line Manager Line Manager Name Review Start Date and Time Feedback Provided Feedback Provided By Quality Manager's Name Peer Reviewer's Name DocuSign Envelope ID: 31F62A46-154B-4051-BACB-9A9CC6927F79DocuSign Envelope ID: EF117283-7426-4B4D-BC89-C143B114FDBDMetricStream  8  Number of Questions Number of Yes Response Number of No Response Number of NA Response Quality Specialist's Overall Comments Line Manager's Comments Rejection Comments Quality Manager's Comments Review Observation Line Manager's Action Quality Manager's Action Reject Reason Review Assigned Date and Time Targeted Review Indicator Calibrated Review Indicator Lifecycle Transaction Type Major Line of Business Minor Line of Business Country Region ID Quality Review Category ID Quality Review Category Checklist ID Checklist Name Targeted Review Description Transaction ID Transaction Date Source System Processor Name Quote Number Certificate Number Insured Name Multinational Indicator Document ID Gross Written Premium Currency Sponsor Call ID Caller Name Stop Time Call Date Direction Type Agent Name Invoice Number DocuSign Envelope ID: 31F62A46-154B-4051-BACB-9A9CC6927F79DocuSign Envelope ID: EF117283-7426-4B4D-BC89-C143B114FDBDMetricStream  9  Seller Supervisor Customer Name Agent ID Phone 1 Phone 2 Contact Date Date Policy Effective Prefix Product Name Sponsor Name Portfolio Premium Benefit Call Classification 1 Call Classification 2 Policy Account ID Duration Call Center Name Call Type CCS Log Number Contact ID Debit Note Number Major Description PO/TE Number Process Type REC Number Service Type Quality Score Section Name Section Quality Score Question Number Question Description Response Weight Question Comments Reason Code ID Reason Code Reason Description  2.Report Name: Review Task and Throughput Time  Column Details:  Review ID DocuSign Envelope ID: 31F62A46-154B-4051-BACB-9A9CC6927F79DocuSign Envelope ID: EF117283-7426-4B4D-BC89-C143B114FDBDMetricStream  10  Review Title From User Name To User Name From Stage Name To Stage Name From Stage Action To Stage Action Form Action Throughput Start Timestamp Throughput End Timestamp Task Time Start Timestamp Task Time End Timestamp In-Stage Date Task Time (In hrs) Stage Task Time (In hrs) Overall Task Time (In hrs) Throughput Time Overall Throughput Time (In hrs)  3.,[]
