,Category,Original Metadata,Metadata Match,Context,Possible Matches
10,Date,Effective Date,Effective Date,"SOFTWARE, SUPPORT AND SERVICES AGREEMENT Page 1 of 4 EXHIBIT B-11   Order Form for MetricStream Software License  Exhibit to the Software License, Support and Services Agreement and Amendment 1 to the Software License, Support and Services Agreement (“Agreement”) Between  MetricStream, Inc. (“Company”) and Chubb INA Holdings Inc., (f/n/a ACE INA Holdings Inc.), dated December 2, 2013  “Licensee”: Chubb INA Holdings Inc.  “Effective Date”: January 1, 2020    MetricStream Software:  MetricStream will provide Licensee licenses to the following MetricStream Software Modules:      QA Audit Management  Vendor Management  Type of License: Subscription-based Cloud Services (as described in Exhibit D-1 of the Agreement)   “License Term”: Twelve (12) months from the Effective Date.  Pricing  License Fee Pricing:   Licensee Fees shall be based on the Pricing Table below. Licensee may add or remove Named Users, Modules, or Vendor Access Licenses at any time during the Term per the Pricing Table below.",[]
11,Date,Effective Date,Effective Date,"SOFTWARE, SUPPORT AND SERVICES AGREEMENT Page 1 of 4 EXHIBIT B-11   Order Form for MetricStream Software License  Exhibit to the Software License, Support and Services Agreement and Amendment 1 to the Software License, Support and Services Agreement (“Agreement”) Between  MetricStream, Inc. (“Company”) and Chubb INA Holdings Inc., (f/n/a ACE INA Holdings Inc.), dated December 2, 2013  “Licensee”: Chubb INA Holdings Inc.  “Effective Date”: January 1, 2020    MetricStream Software:  MetricStream will provide Licensee licenses to the following MetricStream Software Modules:      QA Audit Management  Vendor Management  Type of License: Subscription-based Cloud Services (as described in Exhibit D-1 of the Agreement)   “License Term”: Twelve (12) months from the Effective Date.  Pricing  License Fee Pricing:   Licensee Fees shall be based on the Pricing Table below. Licensee may add or remove Named Users, Modules, or Vendor Access Licenses at any time during the Term per the Pricing Table below.",[]
12,Date,Term End Date,Term End Date,"SOFTWARE, SUPPORT AND SERVICES AGREEMENT Page 1 of 4 EXHIBIT B-11   Order Form for MetricStream Software License  Exhibit to the Software License, Support and Services Agreement and Amendment 1 to the Software License, Support and Services Agreement (“Agreement”) Between  MetricStream, Inc. (“Company”) and Chubb INA Holdings Inc., (f/n/a ACE INA Holdings Inc.), dated December 2, 2013  “Licensee”: Chubb INA Holdings Inc.  “Effective Date”: January 1, 2020    MetricStream Software:  MetricStream will provide Licensee licenses to the following MetricStream Software Modules:      QA Audit Management  Vendor Management  Type of License: Subscription-based Cloud Services (as described in Exhibit D-1 of the Agreement)   “License Term”: Twelve (12) months from the Effective Date.  Pricing  License Fee Pricing:   Licensee Fees shall be based on the Pricing Table below. Licensee may add or remove Named Users, Modules, or Vendor Access Licenses at any time during the Term per the Pricing Table below.",[]
13,Fee,Cloud Fee,Cloud Fee,"SOFTWARE, SUPPORT AND SERVICES AGREEMENT Page 1 of 4 EXHIBIT B-11   Order Form for MetricStream Software License  Exhibit to the Software License, Support and Services Agreement and Amendment 1 to the Software License, Support and Services Agreement (“Agreement”) Between  MetricStream, Inc. (“Company”) and Chubb INA Holdings Inc., (f/n/a ACE INA Holdings Inc.), dated December 2, 2013  “Licensee”: Chubb INA Holdings Inc.  “Effective Date”: January 1, 2020    MetricStream Software:  MetricStream will provide Licensee licenses to the following MetricStream Software Modules:      QA Audit Management  Vendor Management  Type of License: Subscription-based Cloud Services (as described in Exhibit D-1 of the Agreement)   “License Term”: Twelve (12) months from the Effective Date.  Pricing  License Fee Pricing:   Licensee Fees shall be based on the Pricing Table below. Licensee may add or remove Named Users, Modules, or Vendor Access Licenses at any time during the Term per the Pricing Table below.",[]
14,Fee,License Fee,License Fee,"SOFTWARE, SUPPORT AND SERVICES AGREEMENT Page 1 of 4 EXHIBIT B-11   Order Form for MetricStream Software License  Exhibit to the Software License, Support and Services Agreement and Amendment 1 to the Software License, Support and Services Agreement (“Agreement”) Between  MetricStream, Inc. (“Company”) and Chubb INA Holdings Inc., (f/n/a ACE INA Holdings Inc.), dated December 2, 2013  “Licensee”: Chubb INA Holdings Inc.  “Effective Date”: January 1, 2020    MetricStream Software:  MetricStream will provide Licensee licenses to the following MetricStream Software Modules:      QA Audit Management  Vendor Management  Type of License: Subscription-based Cloud Services (as described in Exhibit D-1 of the Agreement)   “License Term”: Twelve (12) months from the Effective Date.  Pricing  License Fee Pricing:   Licensee Fees shall be based on the Pricing Table below. Licensee may add or remove Named Users, Modules, or Vendor Access Licenses at any time during the Term per the Pricing Table below.",[]
15,Fee,Support Fee,Support Fee,"SOFTWARE, SUPPORT AND SERVICES AGREEMENT Page 1 of 4 EXHIBIT B-11   Order Form for MetricStream Software License  Exhibit to the Software License, Support and Services Agreement and Amendment 1 to the Software License, Support and Services Agreement (“Agreement”) Between  MetricStream, Inc. (“Company”) and Chubb INA Holdings Inc., (f/n/a ACE INA Holdings Inc.), dated December 2, 2013  “Licensee”: Chubb INA Holdings Inc.  “Effective Date”: January 1, 2020    MetricStream Software:  MetricStream will provide Licensee licenses to the following MetricStream Software Modules:      QA Audit Management  Vendor Management  Type of License: Subscription-based Cloud Services (as described in Exhibit D-1 of the Agreement)   “License Term”: Twelve (12) months from the Effective Date.  Pricing  License Fee Pricing:   Licensee Fees shall be based on the Pricing Table below. Licensee may add or remove Named Users, Modules, or Vendor Access Licenses at any time during the Term per the Pricing Table below.",[]
16,Fee,Third party product fee,Third party product fee,"SOFTWARE, SUPPORT AND SERVICES AGREEMENT Page 1 of 4 EXHIBIT B-11   Order Form for MetricStream Software License  Exhibit to the Software License, Support and Services Agreement and Amendment 1 to the Software License, Support and Services Agreement (“Agreement”) Between  MetricStream, Inc. (“Company”) and Chubb INA Holdings Inc., (f/n/a ACE INA Holdings Inc.), dated December 2, 2013  “Licensee”: Chubb INA Holdings Inc.  “Effective Date”: January 1, 2020    MetricStream Software:  MetricStream will provide Licensee licenses to the following MetricStream Software Modules:      QA Audit Management  Vendor Management  Type of License: Subscription-based Cloud Services (as described in Exhibit D-1 of the Agreement)   “License Term”: Twelve (12) months from the Effective Date.  Pricing  License Fee Pricing:   Licensee Fees shall be based on the Pricing Table below. Licensee may add or remove Named Users, Modules, or Vendor Access Licenses at any time during the Term per the Pricing Table below.",[]
17,Product,License Type,License Type,"SOFTWARE, SUPPORT AND SERVICES AGREEMENT Page 1 of 4 EXHIBIT B-11   Order Form for MetricStream Software License  Exhibit to the Software License, Support and Services Agreement and Amendment 1 to the Software License, Support and Services Agreement (“Agreement”) Between  MetricStream, Inc. (“Company”) and Chubb INA Holdings Inc., (f/n/a ACE INA Holdings Inc.), dated December 2, 2013  “Licensee”: Chubb INA Holdings Inc.  “Effective Date”: January 1, 2020    MetricStream Software:  MetricStream will provide Licensee licenses to the following MetricStream Software Modules:      QA Audit Management  Vendor Management  Type of License: Subscription-based Cloud Services (as described in Exhibit D-1 of the Agreement)   “License Term”: Twelve (12) months from the Effective Date.  Pricing  License Fee Pricing:   Licensee Fees shall be based on the Pricing Table below. Licensee may add or remove Named Users, Modules, or Vendor Access Licenses at any time during the Term per the Pricing Table below.",['Exhibit']
18,Date,Term End Date,Term End Date,"  Pricing  License Fee Pricing:   Licensee Fees shall be based on the Pricing Table below. Licensee may add or remove Named Users, Modules, or Vendor Access Licenses at any time during the Term per the Pricing Table below. In the event that Licensee elects to add additional Named Users or additional Modules, the Parties will execute an additional Order Form.",[]
19,Legal,Other Order Form Terms,Other Order Form Terms,"  Pricing  License Fee Pricing:   Licensee Fees shall be based on the Pricing Table below. Licensee may add or remove Named Users, Modules, or Vendor Access Licenses at any time during the Term per the Pricing Table below. In the event that Licensee elects to add additional Named Users or additional Modules, the Parties will execute an additional Order Form.",[]
20,Date,Term End Date,Term End Date," Licensee may add or remove Named Users, Modules, or Vendor Access Licenses at any time during the Term per the Pricing Table below. In the event that Licensee elects to add additional Named Users or additional Modules, the Parties will execute an additional Order Form. In the event that Licensee elects to remove Named Users or Modules, the Parties will execute an amendment to this Order Form.",[]
21,Agreement,Agreement Type,Amendment," In the event that Licensee elects to add additional Named Users or additional Modules, the Parties will execute an additional Order Form. In the event that Licensee elects to remove Named Users or Modules, the Parties will execute an amendment to this Order Form.     DocuSign Envelope ID: 9DDE25DE-875D-496A-9C65-FDBB797ADDDB Page 2 of 4  License Type Range Annual Licensee Fees License Fee Per Named User Per Year (One Module) License Fee for First Additional Module for the same Named User Per Year License Fee for Second Additional Module for the same Named User Per Year License Fee for Each Additional Module for the same Named User Per Year Maximum License Fee per Named User Per Year Platform N/A $25,000 N/A N/A N/A N/A N/A Named User Up to 1,000 Named Users  $450 $225 $135 $90 $1,125 Named User Up to 2,000 Named Users  $375 $188 $113 $75 $938 Named User Over 2,000 Named Users  $300 $150 $90 $60 $750 Vendor Access Up to 500 Vendors  $25,000 for unlimited Vendor Users     Vendor Access Up to 1,000 Vendors  $37,500 for unlimited Vendor Users     Vendor Access Up to 2,000 Vendors  $50,000 for unlimited Vendor Users       Cloud Services Pricing: MetricStream shall provide the Premium Cloud Services described in Exhibit D-1 of the Agreement as of the Effective Date for the Term of this Order Form.","['Order Form', 'First Additional Module']"
22,Date,Effective Date,Effective Date," In the event that Licensee elects to add additional Named Users or additional Modules, the Parties will execute an additional Order Form. In the event that Licensee elects to remove Named Users or Modules, the Parties will execute an amendment to this Order Form.     DocuSign Envelope ID: 9DDE25DE-875D-496A-9C65-FDBB797ADDDB Page 2 of 4  License Type Range Annual Licensee Fees License Fee Per Named User Per Year (One Module) License Fee for First Additional Module for the same Named User Per Year License Fee for Second Additional Module for the same Named User Per Year License Fee for Each Additional Module for the same Named User Per Year Maximum License Fee per Named User Per Year Platform N/A $25,000 N/A N/A N/A N/A N/A Named User Up to 1,000 Named Users  $450 $225 $135 $90 $1,125 Named User Up to 2,000 Named Users  $375 $188 $113 $75 $938 Named User Over 2,000 Named Users  $300 $150 $90 $60 $750 Vendor Access Up to 500 Vendors  $25,000 for unlimited Vendor Users     Vendor Access Up to 1,000 Vendors  $37,500 for unlimited Vendor Users     Vendor Access Up to 2,000 Vendors  $50,000 for unlimited Vendor Users       Cloud Services Pricing: MetricStream shall provide the Premium Cloud Services described in Exhibit D-1 of the Agreement as of the Effective Date for the Term of this Order Form.",[]
23,Date,Effective Date,Effective Date," In the event that Licensee elects to add additional Named Users or additional Modules, the Parties will execute an additional Order Form. In the event that Licensee elects to remove Named Users or Modules, the Parties will execute an amendment to this Order Form.     DocuSign Envelope ID: 9DDE25DE-875D-496A-9C65-FDBB797ADDDB Page 2 of 4  License Type Range Annual Licensee Fees License Fee Per Named User Per Year (One Module) License Fee for First Additional Module for the same Named User Per Year License Fee for Second Additional Module for the same Named User Per Year License Fee for Each Additional Module for the same Named User Per Year Maximum License Fee per Named User Per Year Platform N/A $25,000 N/A N/A N/A N/A N/A Named User Up to 1,000 Named Users  $450 $225 $135 $90 $1,125 Named User Up to 2,000 Named Users  $375 $188 $113 $75 $938 Named User Over 2,000 Named Users  $300 $150 $90 $60 $750 Vendor Access Up to 500 Vendors  $25,000 for unlimited Vendor Users     Vendor Access Up to 1,000 Vendors  $37,500 for unlimited Vendor Users     Vendor Access Up to 2,000 Vendors  $50,000 for unlimited Vendor Users       Cloud Services Pricing: MetricStream shall provide the Premium Cloud Services described in Exhibit D-1 of the Agreement as of the Effective Date for the Term of this Order Form.",[]
24,Date,Term End Date,Term End Date," In the event that Licensee elects to add additional Named Users or additional Modules, the Parties will execute an additional Order Form. In the event that Licensee elects to remove Named Users or Modules, the Parties will execute an amendment to this Order Form.     DocuSign Envelope ID: 9DDE25DE-875D-496A-9C65-FDBB797ADDDB Page 2 of 4  License Type Range Annual Licensee Fees License Fee Per Named User Per Year (One Module) License Fee for First Additional Module for the same Named User Per Year License Fee for Second Additional Module for the same Named User Per Year License Fee for Each Additional Module for the same Named User Per Year Maximum License Fee per Named User Per Year Platform N/A $25,000 N/A N/A N/A N/A N/A Named User Up to 1,000 Named Users  $450 $225 $135 $90 $1,125 Named User Up to 2,000 Named Users  $375 $188 $113 $75 $938 Named User Over 2,000 Named Users  $300 $150 $90 $60 $750 Vendor Access Up to 500 Vendors  $25,000 for unlimited Vendor Users     Vendor Access Up to 1,000 Vendors  $37,500 for unlimited Vendor Users     Vendor Access Up to 2,000 Vendors  $50,000 for unlimited Vendor Users       Cloud Services Pricing: MetricStream shall provide the Premium Cloud Services described in Exhibit D-1 of the Agreement as of the Effective Date for the Term of this Order Form.",[]
25,Product,License Type,License Type," In the event that Licensee elects to add additional Named Users or additional Modules, the Parties will execute an additional Order Form. In the event that Licensee elects to remove Named Users or Modules, the Parties will execute an amendment to this Order Form.     DocuSign Envelope ID: 9DDE25DE-875D-496A-9C65-FDBB797ADDDB Page 2 of 4  License Type Range Annual Licensee Fees License Fee Per Named User Per Year (One Module) License Fee for First Additional Module for the same Named User Per Year License Fee for Second Additional Module for the same Named User Per Year License Fee for Each Additional Module for the same Named User Per Year Maximum License Fee per Named User Per Year Platform N/A $25,000 N/A N/A N/A N/A N/A Named User Up to 1,000 Named Users  $450 $225 $135 $90 $1,125 Named User Up to 2,000 Named Users  $375 $188 $113 $75 $938 Named User Over 2,000 Named Users  $300 $150 $90 $60 $750 Vendor Access Up to 500 Vendors  $25,000 for unlimited Vendor Users     Vendor Access Up to 1,000 Vendors  $37,500 for unlimited Vendor Users     Vendor Access Up to 2,000 Vendors  $50,000 for unlimited Vendor Users       Cloud Services Pricing: MetricStream shall provide the Premium Cloud Services described in Exhibit D-1 of the Agreement as of the Effective Date for the Term of this Order Form.","['Modules', 'Exhibit D-1 of the Agreement as of the Effective Date for the Term of this Order Form']"
26,Product,"License Type, licensed users","License Type, licensed users"," In the event that Licensee elects to add additional Named Users or additional Modules, the Parties will execute an additional Order Form. In the event that Licensee elects to remove Named Users or Modules, the Parties will execute an amendment to this Order Form.     DocuSign Envelope ID: 9DDE25DE-875D-496A-9C65-FDBB797ADDDB Page 2 of 4  License Type Range Annual Licensee Fees License Fee Per Named User Per Year (One Module) License Fee for First Additional Module for the same Named User Per Year License Fee for Second Additional Module for the same Named User Per Year License Fee for Each Additional Module for the same Named User Per Year Maximum License Fee per Named User Per Year Platform N/A $25,000 N/A N/A N/A N/A N/A Named User Up to 1,000 Named Users  $450 $225 $135 $90 $1,125 Named User Up to 2,000 Named Users  $375 $188 $113 $75 $938 Named User Over 2,000 Named Users  $300 $150 $90 $60 $750 Vendor Access Up to 500 Vendors  $25,000 for unlimited Vendor Users     Vendor Access Up to 1,000 Vendors  $37,500 for unlimited Vendor Users     Vendor Access Up to 2,000 Vendors  $50,000 for unlimited Vendor Users       Cloud Services Pricing: MetricStream shall provide the Premium Cloud Services described in Exhibit D-1 of the Agreement as of the Effective Date for the Term of this Order Form.","['Modules', 'Exhibit D-1 of the Agreement as of the Effective Date for the Term of this Order Form']"
